Timestamp,Graduation Year,Concentration (or best guess),Prior CS background:,"Have you ever considered taking a computer science course? If not, why not? If you have considered it, why did you decide not to take it?","If not, why not?","If you have considered taking a CS class, why did you decide not to take it?",Do you have plans to take any CS courses in the future?,Are you interested in getting a:,"In your opinion, should some programming knowledge be a requirement for graduation? If not, why not? If so, why?",Are you interested in pursuing a job with a quantitative focus after graduation?,What three words describe a computer science concentrator?,What made you decide to take your first CS course?,"Were there previous semesters in which you thought about taking a CS course but did not? If so, what stopped you from taking it before?",What were your impressions of the CS DEPARTMENT before you took your first class? After?,What were your impressions of CS students before you took your first class? After?,What was the best part of taking your first CS class?,What was the worst part of taking your first CS class?,"Do you think you‰Ûªll take another CS class? If so, why? If not, why not?",What three words would you use to describe a computer scientist concentrator?,Are you a CS Concentrator?,What CS classes have you taken?,How many years have you been programming?,What age did you start?,"Compared to others in your CS classes, you find your classes:",How good are you at programming compared to others in the CS classes you've taken?,How often do you go to office hours on average for your CS classes?,,How often do you think the average CS student goes to office hours?,How accessible is help in your CS classes?,How often do you interact with your CS professors outside of class?,How often do you interact with your CS class course staff?,"For a CS class with lectures twice a week, you attend lectures on average:","For a CS class with lectures twice a week, the average student attends lectures:",How involved do you feel with the CS community at Harvard?,"Do you consider yourself a member of any tech student organizations on campus? If yes, specify which ones.",How easy is it to find partners to work with on psets or final projects?,Are there any specific classes in which finding partners has been hard?,How have you met people to work on class material with?,What will you most likely pursue after graduation?,"If you are a sophomore, junior, or senior, what did you do last summer?",How stressful is the process of finding a summer internship/ job?,What three words would you use to describe a computer science concentrator?,What gender do you identify with,"By your estimates, is there a gender gap in enrollment in CS classes?","If yes, what factors (related or unrelated to college) do you think cause this gap?","If yes, what is the impact of this gender gap on your experience of CS at Harvard? ","Do you have a role model and/or mentor in CS? If so, who? ",I like CS because I am interested in the CS problems I get to think about and solve.,"Do you feel you have a mentor in CS? If so, who?","Who would you ask for CS help, if anyone?",I like CS because it gives me a tool to make a difference in other areas I care about.,I like CS primarily for some other reason:,How good are you at CS theory compared to others in the CS classes you've taken?,Secondary (if applicable),What subfield in tech industry would you be interested in working in?,What subfield in tech industry would you be interested in working in?,What will you most likely pursue after graduation?,What type of graduate school are you interested in?,What is your estimated concentration GPA?,What race(s) do you identify with?,How accessible are professors in your CS classes?,How accessible are teaching fellows in your CS classes?,Do you feel like you need more support in CS from:,,"Do you have a role model and/or mentor in CS? If so, who? ",Do you feel like you get the support you need for CS in terms of:,What subfield in tech industry would you be interested in working in?,,Are you a CS concentrator or intending to be a CS concentrator? ,Any comments on the accessibility of help?,How often do you interact with your professors?.
10/17/2015 10:36:13,2016,Social Anthropology,Never taken CS at Harvard,"I had CS as one of future career options, but with a sociable personality was afraid that coding lifestyle would interfere with my personal work style.",,,Yes,None of the above,I think so. Now I wish I pursued CS.,Yes,"Geek, practical, dreamer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,2,American education system with choosing classes.,I've only seen my friends in this gap.,,,,,,,,Energy and Environment,,,,,,Caucasian,,,,,,,,,,,
10/17/2015 10:54:24,2018,Economics,Never taken CS at Harvard,"No, I didn't like it in high school and I heard it's even harder here.",,,No,None of the above,"Yes, put you should be able to place out/ use AP credit. ",No,"logical, creative, linear",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,3,"In general, it just seems like girls aren't as interested. Maybe there's a stigma too. Research has shown that even with the push to increase female participation, there are still declining rates of participation.  ",N/A,,,,,,,,Government,,,,,,Hispanic,,,,,,,,,,,
10/17/2015 11:08:25,2018,Social Studies,Never taken CS at Harvard,"Yes -- I took CS50 for half a semester and I thought I really didn't learn much and was spending too much time on PSETS, so I dropped.",,,No,None of the above,"I think so, but if it is then we shoul d have more resources available to learn coding than just CS50.",No,"techy, logical, precisde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,Girls less interested in tech.,None,,,,,,,,,,,,,,Caucasian,,,,,,,,,,,
10/17/2015 11:08:35,2018,economics,Never taken CS at Harvard,to much of a cult so no,,,No,None of the above,yes because its such an integral part of our world today,Yes,brilliant coder trendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,n/a,n/a,,,,,,,,gov,,,,,,"American Indian or Alaskan Native, Caucasian",,,,,,,,,,,
10/17/2015 11:46:28,2018,Social Anthropology,Never taken CS at Harvard,"I've considered taking CS50 but it sounds like such an intense and stressful class that it scared me away. Especially since I am not planning on being a CS concentrator, all of that effort and stress does not seem necessary.",,,No,None of the above,"I don't think it should be a requirement for graduation, but it should be something that is strongly encouraged. If it is going to be a requirement for graduation, then there should be a course that is a lot less intense and a lot less stressful than CS50. Something for people who are not all about those long office hours and late-night psets. Maybe even split up the course like they do for statistics (stats for humanities, stats for economists, stats for life sciences, etc.) so it would be CS for humanities, CS for life sciences, CS for computer scientists, etc.",No,"arrogant, stressed out, tortured",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,"I don't think this gap is something that should be seen as a problem. It has to do more with human nature. It is a known fact is life that guys are more prone to doing science and technology and girls are more prone to doing humanities. This isn't to say that girls can't do science and technology or that guys can't do humanities. It's just the way we are programmed and what we tend to like and be good at. It's not a problem that there are more guys in CS than girls, it's just attributed to the fact that girls are less inclined to do computer science. Yes, there is a gap but no, it is not a problem. To further my point, let's use the example of football. Obviously there are more guys who play football than girls. This doesn't mean that we should go crying gender inequality. The gap is due to that fact that guys tend to like that physical contact and roughness more than girls do. Therefore, more guys play football than girls do. If a girl is too shy to take a computer science class because she feels it will be male-dominated, then she has a confidence issue, not a gender inequality issue.",It doesn't phase me at all.,,,,,,,,Global Health & Health Policy,,,,,,Caucasian,,,,,,,,,,,
10/17/2015 12:10:04,2016,Government,Never taken CS at Harvard,Nope. It seems to me like there are too many people who already know a lot about programming so I would just start out at a disadvantage. ,,,No,None of the above,Absolutely not. I think the burden of proof is on those advocating this. ,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,Lack of women's visibility in CS? ,Not sure because I don't have experience with CS,,,,,,,,Global Health & Health Policy,,,,,,"Caucasian, Latina. Why isn't this on the list?",,,,,,,,,,,
10/17/2015 12:17:26,2018,Statistics,Never taken CS at Harvard,"Yes, I basically want to be able to use CS for statistical applications.",,,Yes,None of the above,"No, CS is a useless skill for individuals who want to go into a variety of fields, including any of the humanities.",Yes,"Logical, detail-oriented, diligent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,4,I think it's just a basic difference in which fields women tend to gravitate towards. ,None,,,,,,,,Math,,,,,,Caucasian,,,,,,,,,,,
10/17/2015 12:26:12,2018,Math and Physics,Never taken CS at Harvard,"I was considering taking CS50 this semester, but my schedule did not allow for it (I hear it's very time-consuming). I am also put off by the corporate involvement in CS50.",,,Yes,None of the above,"It should not be a requirement. I don't think coding is for everyone. If it were required, the quality of introductory programming courses would be brought down by ambitious but ill-equipped students. It's the same way most GenEds are not considered ""real"" classes by most.",Yes,Computer science concentrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,2,I think the history is too long to write here and perhaps not easily changed.,"I haven't seen any effect of this gender gap; in fact, I don't even have evidence of it. But I felt inclined to answer yes above because that's standard knowledge (possible response bias in the survey).",,,,,,,,,,,,,,Caucasian,,,,,,,,,,,
10/17/2015 13:50:03,2017,Integrative Biology,Never taken CS at Harvard,Not sure a single course would give me relevant skills.,,,No,None of the above,"Probably some programming, at least for life sciences. You will inevitably use it in a research capacity
",No,"diligent, focused, fast-learning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,Cultural pressures that influence women not to do it. There is a disparity in the faculty. Are there any female CS faculty in the department? ,It is behind other sciences in the realm of gender equality. ,,,,,,,,Environmental Science and Public Policy,,,,,,Caucasian,,,,,,,,,,,
10/17/2015 13:56:04,2016,Economics,Never taken CS at Harvard,"Yes, considered taking CS 50 but did not take it. I had several commitments already and did not want to take a class that is notorious for lots of work.",,,No,None of the above,"Yes, I think programming is increasingly important. It should be taught even earlier than college.",Yes,"Start-up, smart, interested",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,3,"Males are often drawn towards more technical / quantitative fields, while girls are often drawn towards fields like the humanities",Not much since I don't have any experience in CS here,,,,,,,,,,,,,,Caucasian,,,,,,,,,,,
10/17/2015 13:58:57,2017,English,Never taken CS at Harvard,"No, I'm bad at math and it looked hard.",,,No,None of the above,"Yes probably, it's a very in demand skill that almost everyone could benefit from.",No,smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,I don't know,none,,,,,,,,Government,,,,,,"American Indian or Alaskan Native, Caucasian",,,,,,,,,,,
10/17/2015 14:01:37,2016,Economics,Never taken CS at Harvard,Yes but thought it would be too time consuming ,,,No,None of the above,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,Job prospects for women are lower than for men in CS,Not sure. It's just what I've read. ,,,,,,,,,,,,,,Asian,,,,,,,,,,,
10/17/2015 14:04:17,207,Social Studies,Never taken CS at Harvard,"No, it's not a skill I think I particularly need and even if I did, I would not be happy working on a computer all the damn time",,,No,None of the above,"Definitely not, because it's not an interest of some people and one shouldn't be forced to take it ",No,"technocrat, quantitative, smart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,1,N/A,N/A,,,,,,,,,,,,,,none,,,,,,,,,,,
10/17/2015 14:06:37,2018,Astrophysics and Mathematics,Never taken CS at Harvard,"I've considered it because I like computer science, but I just don't have the time.",,,No,None of the above,"Hmm.  Not yet, but soon, we'll live in such a technologically dependent world that we won't be able to avoid it.",No,CS 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,I picked 3 as a neutral number because I don't find I have enough information to answer the question.,N/A,,,,,,,,,,,,,,"Black or African American, Caucasian",,,,,,,,,,,
10/17/2015 14:06:56,2017,History,Never taken CS at Harvard,"Yes, I'm hesitant because of my inexperience and the supposed difficulty of the class ",,,Yes,None of the above,No,No,"Nerdy, Shut-In, Pale",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,Societal expectations for gender behavior,None,,,,,,,,Classics,,,,,,Caucasian,,,,,,,,,,,
10/17/2015 14:10:51,2017,MCB,Never taken CS at Harvard,No- no interest.,,,No,None of the above,"No- although a bit of programming knowledge wouldn't hurt, if there were a requirement, everyone would have to take CS50, which just seems like a bad idea based on the horror stories I've heard about it.",No,Very very busy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,"Girls aren't often encouraged to go into any sciences, and CS is about as tech-ie as it gets.","None, really.",,,,,,,,English,,,,,,Caucasian,,,,,,,,,,,
10/17/2015 14:13:41,2018,Government,Never taken CS at Harvard,No. It something that would require a huge investment of time. ,,,No,None of the above,"It should be encouraged, but definitely not a requirement  ",No,technical analytic mathematical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,4,"social stigma, gendered assumptions",I'm not sure,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2015 14:14:12,2018,History and WGS,Never taken CS at Harvard,No- it seems like it sucks out all your time and I like small classes (12 and under) and CS 50/intro science classes are huge and overhwleming. I did take AP Compsci in high school though.,,,No,None of the above,"Yes- I took AP Compsci in high school, and in today's economy, I think everyone should have some coding background. ",No,"Smart, determined, psets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,"Boy's club idea (I was the only girl in my AP CS class in high school), perceived difficulty, gender norms, not many prominent role models of women in CS, not much mentoring opportunities/outreach to women's groups",You really can't have a great conversation about anything without everyone involved.,,,,,,,,,,,,,,Asian,,,,,,,,,,,
10/17/2015 14:15:18,2016,History,Never taken CS at Harvard,"not personalized, very competitive",,,No,None of the above,"no - if public service isn't a requirement, it seems strange that something knowledge-based would be",No,"money, tech, consulting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,5,"few role models, negative portrayals",minimal,,,,,,,,Government,,,,,,Caucasian,,,,,,,,,,,
10/17/2015 14:18:40,2018,History of Science,Never taken CS at Harvard,"No, it seems to cause people a lot of pain and pressure.",,,No,None of the above,"Maybe. It seems like it will be useful but I am not sure if it should be required, since everyone has different experiences with programming and CS seems to be a struggle for many because of the course setup. It should only be requires after some serious amendments to the course system.",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,3,"The patriarchal assumptions and enforcements of gender roles, including the limiting of women's access and opportunity in areas of science and technology.","My friends who have taken CS courses see the concenteation as male-dominated, and they have expressed their concerns to me.",,,,,,,,,,,,,,Black or African American,,,,,,,,,,,
10/17/2015 14:23:44,2018,Applied math,Never taken CS at Harvard,I am terrified of cs50,,,Yes,None of the above,maybe because it is becoming more and more prevalent and necessary,No,"dedicated, insomniac, computer-ey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,2,unsure,none,,,,,,,,ESPP,,,,,,Caucasian,,,,,,,,,,,
10/17/2015 14:31:39,2018,Chemical and Physical Biology,Never taken CS at Harvard,Yes. Was going to take Cs50 this semester but because of requirements decided to postpone it to next year.,,,Yes,None of the above,"Yes- in today's technological society, everyone should have some basic knowledge of programming. Just as everyone, in my opinion, who graduates Harvard should have read some Shakespeare, understand basic Newtonian mechanism, etc. ",Yes,"Quantitative, programmer, efficient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,3,General societal attitudes,Imbalance of demographics involved in CS,,,,,,,,Comparative Literature,,,,,,Asian,,,,,,,,,,,
10/17/2015 14:34:11,2017,Environmental Science and Public Policy,Never taken CS at Harvard,"Yes I have considered it because it seems so practical, and my experiences of codeAcademy have shown me that it's a cool way of thinking and it's fun to create stuff!
Decided not to take it though because CS50 is the gateway course to everything and seems so intimidating / time-consuming ",,,No,None of the above,"No, each person will find their own way to the knowledge and skill sets they need in life.",No,"Hard-working, pragmatic, geeky?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,"I'm not sure because I haven't taken classes here, but I'd guess that more of my male friends than female friends study CS.",I haven't taken CS at Harvard.,,,,,,,,Economics,,,,,,Asian,,,,,,,,,,,
10/17/2015 14:37:07,2018,East Asian Studies,Never taken CS at Harvard,"I took one in high school, and though I thought that it was very conceptually fascinating, I could not stand the idea of having tons of code not compile properly because I had one too few brackets.",,,No,None of the above,"I wouldn't like it if it were, but I acknowledge that having some programming knowledge would probably be very useful for everyone's future, so I'd understand having it. If it was put to a vote, however, i'd probably vote against it or abstain. ",No,"Hardy, dedicated, logical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,"Disclaimer: I have never taken a CS class here so I have *no idea* what the gap is by looking at a class, but I know very few girls interested in CS. There's already a lot of sexism in the comp sci industry that could disincentivize women to pursue a career in which they'd constantly be belittled/discriminated against.",Increased impression that girls are put off by CS because society pressures them to be so.,,,,,,,,Physics,,,,,,"Black or African American, Caucasian",,,,,,,,,,,
